Step.Sum
1020044,69
1020043,74
1020042,63
1020041,85
1020040,93
1020039,77
1020038,78
1020037,75
1020036,93
1020035,40
1020034,47
1020033,97
1020032,63
1020031,58
1020030,41
1020029,81
1020028,107
1020027,68
1020026,79
1020025,74
1020024,85
1020023,64
1020022,73
1020021,47
1020020,45
1020019,67
1020018,71
1020017,90
1020016,87
1020015,102
1020014,80
1020013,71
1020012,67
1020011,84
1020010,49
1020009,81
1020008,112
1020007,77
1020006,98
1020005,74
1020004,76
1020003,74
1020002,106
1020001,71
1020000,62
1019999,109
1019998,69
1019997,96
1019996,89
1019995,63
1019994,87
1019993,60
1019992,97
1019991,46
1019990,62
1019989,50
1019988,67
1019987,79
1019986,72
1019985,77
1019984,61
1019983,64
1019982,71
1019981,102
1019980,64
1019979,82
1019978,82
1019977,49
1019976,62
1019975,79
1019974,88
1019973,62
1019972,74
1019971,86
1019970,90
1019969,66
1019968,81
1019967,99
1019966,94
1019965,98
1019964,35
1019963,63
1019962,86
1019961,64
1019960,78
1019959,54
1019958,85
1019957,55
1019956,49
1019955,60
1019954,57
1019953,64
1019952,91
1019951,91
1019950,67
1019949,47
1019948,95
1019947,79
1019946,48
1019945,67
1019944,72
1019943,67
1019942,107
1019941,62
1019940,88
1019939,68
1019938,68
1019937,62
1019936,58
1019935,64
1019934,98
1019933,69
1019932,51
1019931,74
1019930,68
1019929,76
1019928,66
1019927,88
1019926,60
1019925,71
1019924,85
1019923,87
1019922,63
1019921,64
1019920,54
1019919,72
1019918,89
1019917,57
1019916,61
1019915,76
1019914,68
1019913,74
1019912,58
1019911,80
1019910,84
1019909,59
1019908,58
1019907,37
1019906,68
1019905,44
1019904,89
1019903,79
1019902,90
1019901,61
1019900,78
1019899,75
1019898,89
1019897,119
1019896,53
1019895,82
1019894,78
1019893,82
1019892,80
1019891,78
1019890,64
1019889,97
1019888,68
1019887,90
1019886,72
1019885,72
1019884,61
1019883,48
1019882,56
1019881,75
1019880,48
1019879,92
1019878,86
1019877,80
1019876,68
1019875,88
1019874,85
1019873,69
1019872,41
1019871,83
1019870,91
1019869,73
1019868,80
1019867,67
1019866,89
1019865,63
1019864,62
1019863,89
1019862,78
1019861,74
1019860,70
1019859,54
1019858,79
1019857,82
1019856,51
1019855,86
1019854,43
1019853,54
1019852,83
1019851,88
1019850,85
1019849,60
1019848,94
1019847,54
1019846,87
1019845,78
1019844,83
1019843,102
1019842,50
1019841,81
1019840,62
1019839,51
1019838,60
1019837,71
1019836,60
1019835,85
1019834,104
1019833,56
1019832,73
1019831,92
1019830,55
1019829,60
1019828,92
1019827,75
1019826,77
1019825,53
1019824,84
1019823,56
1019822,100
1019821,72
1019820,69
1019819,74
1019818,66
1019817,75
1019816,62
1019815,81
1019814,47
1019813,72
1019812,71
1019811,79
1019810,53
1019809,69
1019808,99
1019807,50
1019806,73
1019805,71
1019804,43
1019803,105
1019802,60
1019801,58
1019800,101
1019799,48
1019798,76
1019797,66
1019796,57
1019795,77
1019794,97
1019793,70
1019792,82
1019791,34
1019790,68
1019789,65
1019788,103
1019787,77
1019786,108
1019785,80
1019784,103
1019783,48
1019782,86
1019781,74
1019780,45
1019779,68
1019778,75
1019777,62
1019776,70
1019775,104
1019774,36
1019773,102
1019772,92
1019771,49
1019770,68
1019769,72
1019768,73
1019767,58
1019766,98
1019765,69
1019764,87
1019763,63
1019762,81
1019761,69
1019760,93
1019759,75
1019758,75
1019757,84
1019756,93
1019755,61
1019754,75
1019753,99
1019752,70
1019751,71
1019750,66
1019749,67
1019748,54
1019747,73
1019746,67
1019745,70
1019744,47
1019743,64
1019742,79
1019741,65
1019740,54
1019739,86
1019738,65
1019737,78
1019736,47
1019735,85
1019734,69
1019733,79
1019732,59
1019731,68
1019730,63
1019729,89
1019728,93
1019727,97
1019726,59
1019725,86
1019724,91
1019723,76
1019722,51
1019721,67
1019720,70
1019719,73
1019718,79
1019717,89
1019716,86
1019715,60
1019714,68
1019713,80
1019712,37
1019711,57
1019710,45
1019709,66
1019708,87
1019707,93
1019706,75
1019705,60
1019704,81
1019703,88
1019702,73
1019701,38
1019700,54
1019699,49
1019698,72
1019697,50
1019696,68
1019695,59
1019694,85
1019693,99
1019692,48
1019691,88
1019690,56
1019689,83
1019688,85
1019687,40
1019686,83
1019685,67
1019684,62
1019683,56
1019682,68
1019681,58
1019680,75
1019679,88
1019678,65
1019677,81
1019676,82
1019675,75
1019674,93
1019673,96
1019672,111
1019671,58
1019670,85
1019669,105
1019668,64
1019667,90
1019666,83
1019665,76
1019664,45
1019663,72
1019662,34
1019661,57
1019660,101
1019659,91
1019658,67
1019657,75
1019656,64
1019655,77
1019654,63
1019653,86
1019652,107
1019651,49
1019650,79
1019649,42
1019648,74
1019647,46
1019646,89
1019645,86
1019644,33
1019643,79
1019642,97
1019641,80
1019640,87
1019639,95
1019638,108
1019637,101
1019636,76
1019635,80
1019634,71
1019633,61
1019632,88
1019631,87
1019630,54
1019629,69
1019628,68
1019627,56
1019626,77
1019625,64
1019624,76
1019623,47
1019622,38
1019621,58
1019620,75
1019619,98
1019618,54
1019617,58
1019616,65
1019615,84
1019614,93
1019613,72
1019612,59
1019611,85
1019610,76
1019609,81
1019608,40
1019607,99
1019606,92
1019605,63
1019604,95
1019603,97
1019602,77
1019601,57
1019600,56
1019599,64
1019598,66
1019597,37
1019596,71
1019595,107
1019594,76
1019593,58
1019592,83
1019591,65
1019590,107
1019589,85
1019588,78
1019587,80
1019586,74
1019585,58
1019584,81
1019583,86
1019582,88
1019581,94
1019580,87
1019579,56
1019578,83
1019577,56
1019576,70
1019575,64
1019574,38
1019573,71
1019572,47
1019571,82
1019570,86
1019569,45
1019568,48
1019567,86
1019566,74
1019565,65
1019564,70
1019563,106
1019562,69
1019561,114
1019560,66
1019559,91
1019558,82
1019557,68
1019556,64
1019555,64
1019554,60
1019553,50
1019552,83
1019551,54
1019550,49
1019549,97
1019548,56
1019547,83
1019546,76
1019545,73
1019544,77
1019543,79
1019542,100
1019541,51
1019540,110
1019539,69
1019538,87
1019537,80
1019536,74
1019535,67
1019534,77
1019533,91
1019532,57
1019531,76
1019530,47
1019529,66
1019528,60
1019527,66
1019526,38
1019525,57
1019524,50
1019523,79
1019522,72
1019521,57
1019520,106
1019519,91
1019518,91
1019517,56
1019516,88
1019515,96
1019514,89
1019513,76
1019512,60
1019511,58
1019510,90
1019509,77
1019508,75
1019507,58
1019506,72
1019505,58
1019504,85
1019503,68
1019502,81
1019501,96
1019500,107
1019499,78
1019498,84
1019497,83
1019496,74
1019495,97
1019494,80
1019493,77
1019492,38
1019491,87
1019490,74
1019489,74
1019488,88
1019487,72
1019486,65
1019485,48
1019484,58
1019483,64
1019482,108
1019481,69
1019480,72
1019479,61
1019478,55
1019477,47
1019476,86
1019475,60
1019474,41
1019473,66
1019472,44
1019471,52
1019470,57
1019469,66
1019468,89
1019467,89
1019466,73
1019465,73
1019464,71
1019463,50
1019462,43
1019461,79
1019460,101
1019459,53
1019458,70
1019457,85
1019456,58
1019455,57
1019454,48
1019453,97
1019452,70
1019451,65
1019450,88
1019449,79
1019448,68
1019447,80
1019446,71
1019445,97
1019444,66
1019443,57
1019442,110
1019441,86
1019440,107
1019439,61
1019438,50
1019437,89
1019436,79
1019435,60
1019434,89
1019433,111
1019432,83
1019431,98
1019430,115
1019429,78
1019428,64
1019427,71
1019426,73
1019425,57
1019424,88
1019423,64
1019422,80
1019421,66
1019420,52
1019419,64
1019418,85
1019417,84
1019416,80
1019415,45
1019414,57
1019413,55
1019412,79
1019411,63
1019410,73
1019409,89
1019408,75
1019407,69
1019406,59
1019405,77
1019404,78
1019403,73
1019402,70
1019401,43
1019400,82
1019399,55
1019398,102
1019397,63
1019396,80
1019395,63
1019394,52
1019393,60
1019392,91
1019391,81
1019390,44
1019389,71
1019388,60
1019387,64
1019386,69
1019385,53
1019384,73
1019383,71
1019382,69
1019381,59
1019380,69
1019379,62
1019378,37
1019377,71
1019376,63
1019375,71
1019374,56
1019373,106
1019372,67
1019371,64
1019370,79
1019369,71
1019368,77
1019367,69
1019366,68
1019365,73
1019364,59
1019363,69
1019362,116
1019361,80
1019360,85
1019359,83
1019358,67
1019357,79
1019356,87
1019355,111
1019354,69
1019353,94
1019352,55
1019351,84
1019350,100
1019349,70
1019348,61
1019347,61
1019346,88
1019345,50
1019344,69
1019343,78
1019342,105
1019341,89
1019340,83
1019339,88
1019338,96
1019337,100
1019336,66
1019335,82
1019334,79
1019333,55
1019332,51
1019331,58
1019330,88
1019329,75
1019328,78
1019327,107
1019326,84
1019325,56
1019324,71
1019323,84
1019322,81
1019321,86
1019320,61
1019319,51
1019318,57
1019317,83
1019316,94
1019315,84
1019314,80
1019313,92
1019312,57
1019311,93
1019310,53
1019309,67
1019308,35
1019307,66
1019306,95
1019305,69
1019304,68
1019303,63
1019302,71
1019301,74
1019300,86
1019299,76
1019298,57
1019297,71
1019296,80
1019295,80
1019294,78
1019293,88
1019292,95
1019291,92
1019290,55
1019289,69
1019288,82
1019287,93
1019286,80
1019285,65
1019284,77
1019283,66
1019282,48
1019281,55
1019280,91
1019279,85
1019278,110
1019277,71
1019276,49
1019275,68
1019274,69
1019273,80
1019272,94
1019271,94
1019270,67
1019269,69
1019268,70
1019267,89
1019266,26
1019265,84
1019264,81
1019263,91
1019262,95
1019261,47
1019260,79
1019259,74
1019258,64
1019257,104
1019256,100
1019255,78
1019254,29
1019253,53
1019252,55
1019251,66
1019250,51
1019249,72
1019248,93
1019247,78
1019246,68
1019245,97
1019244,79
1019243,82
1019242,83
1019241,63
1019240,75
1019239,80
1019238,80
1019237,73
1019236,59
1019235,86
1019234,49
1019233,61
1019232,74
1019231,54
1019230,63
1019229,86
1019228,73
1019227,77
1019226,91
1019225,51
1019224,77
1019223,65
1019222,92
1019221,62
1019220,84
1019219,79
1019218,65
1019217,49
1019216,90
1019215,63
1019214,51
1019213,49
1019212,38
1019211,71
1019210,76
1019209,56
1019208,71
1019207,69
1019206,65
1019205,96
1019204,89
1019203,73
1019202,70
1019201,53
1019200,55
1019199,88
1019198,65
1019197,85
1019196,82
1019195,56
1019194,59
1019193,72
1019192,77
1019191,67
1019190,87
1019189,78
1019188,86
1019187,95
1019186,93
1019185,35
1019184,86
1019183,59
1019182,104
1019181,55
1019180,65
1019179,51
1019178,46
1019177,85
1019176,58
1019175,68
1019174,62
1019173,40
1019172,50
1019171,81
1019170,92
1019169,70
1019168,99
1019167,85
1019166,73
1019165,92
1019164,64
1019163,69
1019162,70
1019161,53
1019160,74
1019159,71
1019158,66
1019157,78
1019156,91
1019155,94
1019154,36
1019153,82
1019152,66
1019151,81
1019150,38
1019149,62
1019148,54
1019147,80
1019146,92
1019145,84
1019144,71
1019143,54
1019142,65
1019141,72
1019140,68
1019139,71
1019138,62
1019137,108
1019136,76
1019135,64
1019134,43
1019133,74
1019132,88
1019131,83
1019130,64
1019129,66
1019128,79
1019127,58
1019126,60
1019125,83
1019124,66
1019123,75
1019122,68
1019121,56
1019120,79
1019119,104
1019118,69
1019117,49
1019116,87
1019115,99
1019114,71
1019113,60
1019112,52
1019111,72
1019110,81
1019109,95
1019108,63
1019107,78
1019106,89
1019105,81
1019104,51
1019103,44
1019102,93
1019101,70
1019100,65
1019099,36
1019098,79
1019097,65
1019096,86
1019095,62
1019094,68
1019093,60
1019092,88
1019091,64
1019090,61
1019089,94
1019088,59
1019087,45
1019086,53
1019085,62
1019084,95
1019083,66
1019082,81
1019081,65
1019080,59
1019079,89
1019078,49
1019077,65
1019076,91
1019075,81
1019074,64
1019073,60
1019072,67
1019071,101
1019070,64
1019069,92
1019068,96
1019067,86
1019066,65
1019065,76
1019064,69
1019063,59
1019062,44
1019061,57
1019060,70
1019059,38
1019058,74
1019057,80
1019056,85
1019055,63
1019054,48
1019053,69
1019052,91
1019051,101
1019050,85
1019049,71
1019048,87
1019047,89
1019046,52
1019045,91
1019044,86
1019043,92
1019042,88
1019041,91
1019040,77
1019039,112
1019038,66
1019037,75
1019036,59
1019035,91
1019034,53
1019033,76
1019032,85
1019031,59
1019030,87
1019029,69
1019028,90
1019027,39
1019026,79
1019025,85
1019024,62
1019023,61
1019022,45
1019021,82
1019020,67
1019019,57
1019018,73
1019017,61
1019016,57
1019015,84
1019014,71
1019013,33
1019012,74
1019011,81
1019010,61
1019009,64
1019008,65
1019007,70
1019006,76
1019005,75
1019004,97
1019003,71
1019002,54
1019001,34
1019000,64
1018999,98
1018998,47
1018997,56
1018996,82
1018995,85
1018994,67
1018993,61
1018992,82
1018991,39
1018990,83
1018989,85
1018988,68
1018987,50
1018986,61
1018985,45
1018984,60
1018983,90
1018982,51
1018981,78
1018980,108
1018979,66
1018978,74
1018977,119
1018976,59
1018975,55
1018974,83
1018973,76
1018972,78
1018971,88
1018970,87
1018969,84
1018968,64
1018967,75
1018966,60
1018965,80
1018964,51
1018963,65
1018962,56
1018961,84
1018960,57
1018959,94
1018958,112
1018957,68
1018956,83
1018955,37
1018954,65
1018953,64
1018952,94
1018951,47
1018950,80
1018949,79
1018948,77
1018947,59
1018946,72
1018945,85
1018944,52
1018943,102
1018942,92
1018941,85
1018940,92
1018939,85
1018938,58
1018937,93
1018936,77
1018935,64
1018934,81
1018933,71
1018932,52
1018931,54
1018930,76
1018929,45
1018928,74
1018927,38
1018926,82
1018925,64
1018924,70
1018923,64
1018922,68
1018921,61
1018920,61
1018919,89
1018918,67
1018917,80
1018916,60
1018915,92
1018914,79
1018913,84
1018912,87
1018911,78
1018910,86
1018909,62
1018908,70
1018907,88
1018906,54
1018905,72
1018904,54
1018903,85
1018902,69
1018901,41
1018900,55
1018899,68
1018898,59
1018897,68
1018896,94
1018895,55
1018894,65
1018893,75
1018892,74
1018891,76
1018890,41
1018889,68
1018888,42
1018887,64
1018886,75
1018885,81
1018884,85
1018883,52
1018882,52
1018881,57
1018880,92
1018879,61
1018878,67
1018877,46
1018876,63
1018875,93
1018874,65
1018873,62
1018872,85
1018871,66
1018870,75
1018869,110
1018868,59
1018867,93
1018866,48
1018865,57
1018864,81
1018863,81
1018862,67
1018861,73
1018860,27
1018859,48
1018858,52
1018857,82
1018856,78
1018855,97
1018854,78
1018853,83
1018852,90
1018851,35
1018850,78
1018849,90
1018848,80
1018847,35
1018846,66
1018845,69
1018844,84
1018843,90
1018842,81
1018841,62
1018840,50
1018839,84
1018838,84
1018837,89
1018836,29
1018835,66
1018834,73
1018833,91
1018832,49
1018831,56
1018830,98
1018829,63
1018828,86
1018827,91
1018826,86
1018825,98
1018824,87
1018823,77
1018822,90
1018821,122
1018820,96
1018819,54
1018818,67
1018817,97
1018816,94
1018815,64
1018814,48
1018813,73
1018812,76
1018811,99
1018810,47
1018809,55
1018808,69
1018807,103
1018806,96
1018805,95
1018804,60
1018803,82
1018802,71
1018801,69
1018800,83
1018799,65
1018798,93
1018797,89
1018796,49
1018795,65
1018794,82
1018793,97
1018792,57
1018791,65
1018790,79
1018789,93
1018788,63
1018787,81
1018786,63
1018785,78
1018784,87
1018783,73
1018782,67
1018781,53
1018780,90
1018779,83
1018778,89
1018777,58
1018776,80
1018775,92
1018774,90
1018773,63
1018772,58
1018771,45
1018770,85
1018769,72
1018768,90
1018767,52
1018766,47
1018765,75
1018764,89
1018763,66
